FLUX,VALUE
FLUX.1200,-0.31
FLUX.1201,1.63
FLUX.1202,-3.04
FLUX.1203,5.62
FLUX.1204,8.56
FLUX.1205,9.39
FLUX.1206,6.21
FLUX.1207,5.86
FLUX.1208,2.13
FLUX.1209,3.35
FLUX.1210,0.17
FLUX.1211,9.86
FLUX.1212,1.46
FLUX.1213,8.61
FLUX.1214,5.12
FLUX.1215,6
FLUX.1216,0.36
FLUX.1217,8.65
FLUX.1218,15.78
FLUX.1219,4.46
FLUX.1220,8.86
FLUX.1221,9.33
FLUX.1222,7.78
FLUX.1223,8.2
FLUX.1224,0.83
FLUX.1225,1.01
FLUX.1226,-1.1
FLUX.1227,3.46
FLUX.1228,-1.17
FLUX.1229,8.52
FLUX.1230,0.41
FLUX.1231,4.51
FLUX.1232,5.45
FLUX.1233,7.73
FLUX.1234,4.3
FLUX.1235,8.15
FLUX.1236,7.59
FLUX.1237,8.65
FLUX.1238,3.77
FLUX.1239,-1.23
FLUX.1240,2.52
FLUX.1241,5.24
FLUX.1242,4.08
FLUX.1243,3.4
FLUX.1244,9.44
FLUX.1245,6.31
FLUX.1246,3.14
FLUX.1247,6.61
FLUX.1248,8.45
FLUX.1249,4.65
FLUX.1250,1.18
FLUX.1251,8.01
FLUX.1252,5.29
FLUX.1253,-0.43
FLUX.1254,7.14
FLUX.1255,4.94
FLUX.1256,3.71
FLUX.1257,3.73
FLUX.1258,9.99
FLUX.1259,11.29
FLUX.1260,9.47
FLUX.1261,7.97
FLUX.1262,12.45
FLUX.1263,2.89
FLUX.1264,-0.55
FLUX.1265,4.48
FLUX.1266,3.57
FLUX.1267,8.99
FLUX.1268,6.44
FLUX.1269,5.22
FLUX.1270,9.91
FLUX.1271,4.98
FLUX.1272,6.99
FLUX.1273,4.78
FLUX.1274,0.24
FLUX.1275,4.95
FLUX.1276,7.3
FLUX.1277,4.22
FLUX.1278,-0.06
FLUX.1279,8.69
FLUX.1280,10.21
FLUX.1281,0.62
FLUX.1282,-1.91
FLUX.1283,5.53
FLUX.1284,7.3
FLUX.1285,12.33
FLUX.1286,6.01
FLUX.1287,7.27
FLUX.1288,4.55
FLUX.1289,1.83
FLUX.1290,8.85
FLUX.1291,125.67
FLUX.1292,0.81
FLUX.1293,1.12
FLUX.1294,-7.35
FLUX.1295,6.27
FLUX.1296,-0.1
FLUX.1297,10.66
FLUX.1298,11.36
FLUX.1299,8.24
FLUX.1300,10.7
FLUX.1301,16.89
FLUX.1302,7.92
FLUX.1303,16.12
FLUX.1304,4.09
FLUX.1305,7.33
FLUX.1306,12.45
FLUX.1307,5.2
FLUX.1308,6.43
FLUX.1309,4.41
FLUX.1310,5.31
FLUX.1311,1.12
FLUX.1312,2.47
FLUX.1313,14.15
FLUX.1314,8.03
FLUX.1315,5.68
FLUX.1316,4.12
FLUX.1317,3.1
FLUX.1318,9.79
FLUX.1319,4.6
FLUX.1320,5.55
FLUX.1321,2.43
FLUX.1322,6.21
FLUX.1323,8.76
FLUX.1324,6.92
FLUX.1325,2.17
FLUX.1326,4.85
FLUX.1327,0.32
FLUX.1328,0.05
FLUX.1329,-2.83
FLUX.1330,7.68
FLUX.1331,23.08
FLUX.1332,0.7
FLUX.1333,7.02
FLUX.1334,8.32
FLUX.1335,3.62
FLUX.1336,12.13
FLUX.1337,10.86
FLUX.1338,17.17
FLUX.1339,7.52
FLUX.1340,-3.9
FLUX.1341,3.62
FLUX.1342,3.33
FLUX.1343,2.73
FLUX.1344,5.76
FLUX.1345,3.05
FLUX.1346,3.25
FLUX.1347,3.54
FLUX.1348,-1.22
FLUX.1349,5.72
FLUX.1350,7.4
FLUX.1351,0.33
FLUX.1352,7.17
FLUX.1353,4.02
FLUX.1354,1.48
FLUX.1355,11.58
FLUX.1356,11.34
FLUX.1357,2.43
FLUX.1358,12.98
FLUX.1359,2.64
FLUX.1360,3.35
FLUX.1361,2.61
FLUX.1362,-2.23
FLUX.1363,-4.63
FLUX.1364,1.87
FLUX.1365,5.47
FLUX.1366,7.33
FLUX.1367,2.87
FLUX.1368,3.41
FLUX.1369,-7.31
FLUX.1370,-0.21
FLUX.1371,3.16
FLUX.1372,8.49
FLUX.1373,11.86
FLUX.1374,-1.58
FLUX.1375,4.78
FLUX.1376,18.84
FLUX.1377,-0.64
FLUX.1378,5.14
FLUX.1379,-0.05
FLUX.1380,5.08
FLUX.1381,3.83
FLUX.1382,3.26
FLUX.1383,3.48
FLUX.1384,10.92
FLUX.1385,2.56
FLUX.1386,8.32
FLUX.1387,5.82
FLUX.1388,2.08
FLUX.1389,1.18
FLUX.1390,4.31
FLUX.1391,11.2
FLUX.1392,13.12
FLUX.1393,10.33
FLUX.1394,6.87
FLUX.1395,4.37
FLUX.1396,0.35
FLUX.1397,3.52
FLUX.1398,4.16
FLUX.1399,-0.55
FLUX.1400,5.95
FLUX.1401,3.73
FLUX.1402,7.72
FLUX.1403,10.36
FLUX.1404,12.01
FLUX.1405,8.95
FLUX.1406,9.11
FLUX.1407,6.57
FLUX.1408,5.96
FLUX.1409,2.4
FLUX.1410,8.1
FLUX.1411,10.13
FLUX.1412,4.58
FLUX.1413,4.58
FLUX.1414,9.16
FLUX.1415,2.06
FLUX.1416,5.39
FLUX.1417,2.18
FLUX.1418,0.43
FLUX.1419,4.43
FLUX.1420,7.9
FLUX.1421,-0.9
FLUX.1422,0.07
FLUX.1423,1.82
FLUX.1424,8.09
FLUX.1425,-4.22
FLUX.1426,5.71
FLUX.1427,5.12
FLUX.1428,-9.22
FLUX.1429,1.09
FLUX.1430,2.02
FLUX.1431,-11.4
FLUX.1432,3.06
FLUX.1433,0.78
FLUX.1434,9.37
FLUX.1435,7.35
FLUX.1436,18.49
FLUX.1437,8.27
FLUX.1438,7.71
FLUX.1439,11.14
FLUX.1440,11.06
FLUX.1441,-0.66
FLUX.1442,-4.31
FLUX.1443,2.22
FLUX.1444,4.4
FLUX.1445,6.53
FLUX.1446,-6.21
FLUX.1447,4.93
FLUX.1448,7.47
FLUX.1449,14.94
FLUX.1450,12.86
FLUX.1451,12.42
FLUX.1452,12.1
FLUX.1453,7.73
FLUX.1454,19.47
FLUX.1455,9.92
FLUX.1456,2.92
FLUX.1457,9.81
FLUX.1458,2.1
FLUX.1459,8.28
FLUX.1460,0.83
FLUX.1461,0.2
FLUX.1462,-2.95
FLUX.1463,6.83
FLUX.1464,-4.9
FLUX.1465,-1.86
FLUX.1466,-0.61
FLUX.1467,-4.45
FLUX.1468,-5.1
FLUX.1469,-1.85
FLUX.1470,8.78
FLUX.1471,-5.77
FLUX.1472,0.78
FLUX.1473,4.69
FLUX.1474,1.81
FLUX.1475,1.89
FLUX.1476,21.86
FLUX.1477,5.19
FLUX.1478,8.23
FLUX.1479,7.6
FLUX.1480,6.14
FLUX.1481,12.89
FLUX.1482,5.37
FLUX.1483,4.24
FLUX.1484,7.22
FLUX.1485,-0.45
FLUX.1486,6.61
FLUX.1487,2.23
FLUX.1488,0.35
FLUX.1489,5.59
FLUX.1490,16.28
FLUX.1491,9.94
FLUX.1492,16.11
FLUX.1493,6.21
FLUX.1494,11.23
FLUX.1495,25.18
FLUX.1496,16.34
FLUX.1497,12.53
FLUX.1498,-1.32
FLUX.1499,13.12
FLUX.1500,-2.79
FLUX.1501,0.08
FLUX.1502,6.3
FLUX.1503,2.68
FLUX.1504,3.27
FLUX.1505,4.66
FLUX.1506,7.33
FLUX.1507,15.6
FLUX.1508,7.14
FLUX.1509,3.69
FLUX.1510,1.85
FLUX.1511,-2.23
FLUX.1512,1.62
FLUX.1513,-3.98
FLUX.1514,5.53
FLUX.1515,8.37
FLUX.1516,2.94
FLUX.1517,-2.75
FLUX.1518,7.18
FLUX.1519,14.39
FLUX.1520,-0.79
FLUX.1521,-5.11
FLUX.1522,1.01
FLUX.1523,-1.22
FLUX.1524,4.94
FLUX.1525,3.19
FLUX.1526,5.04
FLUX.1527,-3.19
FLUX.1528,-3.9
FLUX.1529,-0.85
FLUX.1530,1.46
FLUX.1531,1.47
FLUX.1532,-3.72
FLUX.1533,0.4
FLUX.1534,11.36
FLUX.1535,3.97
FLUX.1536,5.82
FLUX.1537,9.37
FLUX.1538,18.59
FLUX.1539,16.99
FLUX.1540,20.18
FLUX.1541,12.33
FLUX.1542,15.96
FLUX.1543,-8.37
FLUX.1544,-0.62
FLUX.1545,-1.1
FLUX.1546,-1.05
FLUX.1547,-6.5
FLUX.1548,1.94
FLUX.1549,-0.21
FLUX.1550,-1.96
FLUX.1551,0.8
FLUX.1552,3.55
FLUX.1553,1.87
FLUX.1554,14.96
FLUX.1555,-3.9
FLUX.1556,6.44
FLUX.1557,2.22
FLUX.1558,7.37
FLUX.1559,4.97
FLUX.1560,-0.88
FLUX.1561,13.14
FLUX.1562,13.66
FLUX.1563,19.71
FLUX.1564,15.21
FLUX.1565,-5.74
FLUX.1566,1.44
FLUX.1567,-1
FLUX.1568,-2.46
FLUX.1569,-8.89
FLUX.1570,2.82
FLUX.1571,-3.03
FLUX.1572,-3.28
FLUX.1573,-8.74
FLUX.1574,-2.09
FLUX.1575,-1.19
FLUX.1576,3.5
FLUX.1577,-3.35
FLUX.1578,0.31
FLUX.1579,-0.45
FLUX.1580,-6.66
FLUX.1581,-2.86
FLUX.1582,5.11
FLUX.1583,-4.62
FLUX.1584,1.05
FLUX.1585,2.06
FLUX.1586,0
FLUX.1587,-4.68
FLUX.1588,4.79
FLUX.1589,1.47
FLUX.1590,12.71
FLUX.1591,0.19
FLUX.1592,-7.74
FLUX.1593,0.63
FLUX.1594,-3.9
FLUX.1595,-2.56
FLUX.1596,-2.32
FLUX.1597,4.68
FLUX.1598,1.24
FLUX.1599,0.32
FLUX.1600,6.14
FLUX.1601,-2.08
FLUX.1602,4
FLUX.1603,5.01
FLUX.1604,0.85
FLUX.1605,1.32
FLUX.1606,9.44
FLUX.1607,5.89
FLUX.1608,13.84
FLUX.1609,11.11
FLUX.1610,9.05
FLUX.1611,-3.16
FLUX.1612,-5.15
FLUX.1613,-3.63
FLUX.1614,1.62
FLUX.1615,-12.77
FLUX.1616,-5.72
FLUX.1617,-0.55
FLUX.1618,-0.35
FLUX.1619,-3.14
FLUX.1620,-1.71
FLUX.1621,1.22
FLUX.1622,-5.45
FLUX.1623,0.61
FLUX.1624,-0.36
FLUX.1625,2.86
FLUX.1626,-4.17
FLUX.1627,1.79
FLUX.1628,-4.87
FLUX.1629,4.79
FLUX.1630,-0.74
FLUX.1631,3.29
FLUX.1632,1.89
FLUX.1633,11.01
FLUX.1634,-8.44
FLUX.1635,17.5
FLUX.1636,3.33
FLUX.1637,-6.21
FLUX.1638,-3.97
FLUX.1639,-0.4
FLUX.1640,-3.76
FLUX.1641,3.07
FLUX.1642,0.7
FLUX.1643,-6.17
FLUX.1644,-6.41
FLUX.1645,7.2
FLUX.1646,-1.2
FLUX.1647,-9
FLUX.1648,-4.87
FLUX.1649,-1.18
FLUX.1650,-11.53
FLUX.1651,2
FLUX.1652,1.28
FLUX.1653,0.57
FLUX.1654,0.6
FLUX.1655,-1.69
FLUX.1656,-1.59
FLUX.1657,-2.95
FLUX.1658,-0.05
FLUX.1659,-6.1
FLUX.1660,3.07
FLUX.1661,-1.55
FLUX.1662,-1.4
FLUX.1663,-2.18
FLUX.1664,-5.23
FLUX.1665,2.48
FLUX.1666,-4.65
FLUX.1667,5.24
FLUX.1668,5.93
FLUX.1669,3.19
FLUX.1670,-5.26
FLUX.1671,-8.53
FLUX.1672,0.27
FLUX.1673,4.51
FLUX.1674,-5.94
FLUX.1675,1.83
FLUX.1676,1.86
FLUX.1677,0.87
FLUX.1678,-5.16
FLUX.1679,2.81
FLUX.1680,1.1
FLUX.1681,-6.84
FLUX.1682,-1.64
FLUX.1683,2.49
FLUX.1684,2.81
FLUX.1685,-3.08
FLUX.1686,-6.03
FLUX.1687,-4.3
FLUX.1688,-8.49
FLUX.1689,-0.04
FLUX.1690,2.87
FLUX.1691,-5.5
FLUX.1692,-10.8
FLUX.1693,-9.75
FLUX.1694,-7.17
FLUX.1695,-13.41
FLUX.1696,-1.78
FLUX.1697,-3.16
FLUX.1698,-8.35
FLUX.1699,-3.47
FLUX.1700,-10.52
FLUX.1701,-1.86
FLUX.1702,-4.71
FLUX.1703,-7.08
FLUX.1704,-3.66
FLUX.1705,-6.59
FLUX.1706,-4.06
FLUX.1707,-0.45
FLUX.1708,-2.56
FLUX.1709,-1.87
FLUX.1710,0.54
FLUX.1711,-11.59
FLUX.1712,-5.66
FLUX.1713,4.55
FLUX.1714,-1.95
FLUX.1715,-3.15
FLUX.1716,-8.41
FLUX.1717,-2.09
FLUX.1718,-5.22
FLUX.1719,-6.9
FLUX.1720,-1.8
FLUX.1721,0.55
FLUX.1722,-4.27
FLUX.1723,-7.55
FLUX.1724,-4.91
FLUX.1725,-11.38
FLUX.1726,-3.4
FLUX.1727,-2.45
FLUX.1728,1.26
FLUX.1729,-4.51
FLUX.1730,0.62
FLUX.1731,-2.65
FLUX.1732,0.44
FLUX.1733,-3.72
FLUX.1734,1.93
FLUX.1735,-1.89
FLUX.1736,3.19
FLUX.1737,-4.17
FLUX.1738,1.59
FLUX.1739,-2.59
FLUX.1740,10.21
FLUX.1741,-1.79
FLUX.1742,-3.07
FLUX.1743,-2.32
FLUX.1744,-4.2
FLUX.1745,-0.31
FLUX.1746,-3.74
FLUX.1747,-0.75
FLUX.1748,-1.26
FLUX.1749,-2.25
FLUX.1750,-2.19
FLUX.1751,-0.16
FLUX.1752,-2.76
FLUX.1753,-3.28
FLUX.1754,-2.93
FLUX.1755,2.15
FLUX.1756,2.37
FLUX.1757,3.54
FLUX.1758,5.83
FLUX.1759,4.08
FLUX.1760,-1.53
FLUX.1761,-2.29
FLUX.1762,-7.28
FLUX.1763,-0.69
FLUX.1764,-6.12
FLUX.1765,-5.09
FLUX.1766,-6.93
FLUX.1767,-1.91
FLUX.1768,-8.18
FLUX.1769,-9.62
FLUX.1770,-4.34
FLUX.1771,-6.6
FLUX.1772,-7.16
FLUX.1773,-1.31
FLUX.1774,-0.07
FLUX.1775,0.1
FLUX.1776,-1.24
FLUX.1777,-1.72
FLUX.1778,-2.6
FLUX.1779,-3.77
FLUX.1780,-3.98
FLUX.1781,-2.89
FLUX.1782,-1.5
FLUX.1783,-6.62
FLUX.1784,-7.99
FLUX.1785,-4.93
FLUX.1786,-7.25
FLUX.1787,0.12
FLUX.1788,-8.84
FLUX.1789,-6.63
FLUX.1790,-2.39
FLUX.1791,1.2
FLUX.1792,-1.88
FLUX.1793,1.65
FLUX.1794,16.97
FLUX.1795,-2.62
FLUX.1796,2.09
FLUX.1797,1.75
FLUX.1798,6.21
FLUX.1799,16.08
FLUX.1800,12.35
FLUX.1801,8.99
FLUX.1802,17.35
FLUX.1803,8.32
FLUX.1804,14.57
FLUX.1805,9.43
FLUX.1806,6.13
FLUX.1807,8.9
FLUX.1808,-7.18
FLUX.1809,-10.56
FLUX.1810,-4.65
FLUX.1811,-3.01
FLUX.1812,-1.43
FLUX.1813,-7.5
FLUX.1814,-6.27
FLUX.1815,0.28
FLUX.1816,-0.11
FLUX.1817,-6.42
FLUX.1818,-7.35
FLUX.1819,-5.74
FLUX.1820,-4.65
FLUX.1821,-5.11
FLUX.1822,-1.41
FLUX.1823,-3.67
FLUX.1824,-0.05
FLUX.1825,-2.39
FLUX.1826,-3.75
FLUX.1827,-1.94
FLUX.1828,0.91
FLUX.1829,8.11
FLUX.1830,1.86
FLUX.1831,0
FLUX.1832,-7.43
FLUX.1833,4.25
FLUX.1834,6.12
FLUX.1835,9.58
FLUX.1836,6.15
FLUX.1837,11.04
FLUX.1838,7.75
FLUX.1839,12.84
FLUX.1840,12.22
FLUX.1841,11.56
FLUX.1842,-3.14
FLUX.1843,-0.86
FLUX.1844,-4.92
FLUX.1845,-0.14
FLUX.1846,-6.91
FLUX.1847,-10.87
FLUX.1848,-2.16
FLUX.1849,-1.71
FLUX.1850,3.77
FLUX.1851,10.04
FLUX.1852,6.12
FLUX.1853,-0.82
FLUX.1854,-5.65
FLUX.1855,-3.43
FLUX.1856,0.28
FLUX.1857,2.99
FLUX.1858,-1.2
FLUX.1859,-0.89
FLUX.1860,-7.27
FLUX.1861,-2.57
FLUX.1862,-1.7
FLUX.1863,4.31
FLUX.1864,-3.84
FLUX.1865,-0.09
FLUX.1866,-1.09
FLUX.1867,-9.35
FLUX.1868,0.37
FLUX.1869,1.45
FLUX.1870,-6.72
FLUX.1871,-6.96
FLUX.1872,-2.57
FLUX.1873,-1.19
FLUX.1874,-6.44
FLUX.1875,2.03
FLUX.1876,-5.14
FLUX.1877,-5.74
FLUX.1878,-10.09
FLUX.1879,-4.22
FLUX.1880,0.88
FLUX.1881,-6.31
FLUX.1882,-6.08
FLUX.1883,-0.03
FLUX.1884,0.85
FLUX.1885,-5.22
FLUX.1886,1.36
FLUX.1887,-7.55
FLUX.1888,-6.8
FLUX.1889,-11.49
FLUX.1890,6.03
FLUX.1891,-2.93
FLUX.1892,-4.28
FLUX.1893,-4.81
FLUX.1894,-2.44
FLUX.1895,-1.88
FLUX.1896,0.85
FLUX.1897,-6.99
FLUX.1898,2.42
FLUX.1899,0.55
FLUX.1900,1.7
FLUX.1901,-3.83
FLUX.1902,-6.13
FLUX.1903,-0.39
FLUX.1904,-2.29
FLUX.1905,10.53
FLUX.1906,7.33
FLUX.1907,12.43
FLUX.1908,10.17
FLUX.1909,15.01
FLUX.1910,14.06
FLUX.1911,-6.6
FLUX.1912,-3.41
FLUX.1913,-4.74
FLUX.1914,-2.14
FLUX.1915,-1.56
FLUX.1916,-1.38
FLUX.1917,-3.07
FLUX.1918,-1.19
FLUX.1919,-10.98
FLUX.1920,-9.67
FLUX.1921,-14.22
FLUX.1922,2.4
FLUX.1923,-0.4
FLUX.1924,1.82
FLUX.1925,-4.67
FLUX.1926,2.08
FLUX.1927,1.07
FLUX.1928,3.61
FLUX.1929,0.19
FLUX.1930,-1.05
FLUX.1931,-0.86
FLUX.1932,4.08
FLUX.1933,-16.4
FLUX.1934,-0.35
FLUX.1935,-7.54
FLUX.1936,-0.02
FLUX.1937,-10.31
FLUX.1938,-4.86
FLUX.1939,1.76
FLUX.1940,-5.44
FLUX.1941,-7.09
FLUX.1942,0.27
FLUX.1943,3.75
FLUX.1944,5.9
FLUX.1945,-3.66
FLUX.1946,-8.94
FLUX.1947,-3.14
FLUX.1948,-9.66
FLUX.1949,-3.65
FLUX.1950,-8.22
FLUX.1951,-5.47
FLUX.1952,-9.21
FLUX.1953,-12.27
FLUX.1954,-9.72
FLUX.1955,-3.97
FLUX.1956,-2.1
FLUX.1957,2.4
FLUX.1958,-2.77
FLUX.1959,10.14
FLUX.1960,-5.59
FLUX.1961,-0.36
FLUX.1962,-3.26
FLUX.1963,-3.4
FLUX.1964,-3.51
FLUX.1965,-0.88
FLUX.1966,-5.88
FLUX.1967,-2.21
FLUX.1968,0.89
FLUX.1969,-1.86
FLUX.1970,-2.05
FLUX.1971,-2.77
FLUX.1972,0.18
FLUX.1973,3.84
FLUX.1974,3.63
FLUX.1975,3.68
FLUX.1976,4.97
FLUX.1977,-1.06
FLUX.1978,-4.35
FLUX.1979,6.52
FLUX.1980,3.13
FLUX.1981,29.11
FLUX.1982,1.94
FLUX.1983,1.84
FLUX.1984,6.71
FLUX.1985,7.23
FLUX.1986,3.08
FLUX.1987,11.57
FLUX.1988,8.57
FLUX.1989,5.61
FLUX.1990,16.35
FLUX.1991,1.19
FLUX.1992,1.19
FLUX.1993,-6.18
FLUX.1994,-4.39
FLUX.1995,2.2
FLUX.1996,-6.39
FLUX.1997,-4.47
FLUX.1998,-3.95
FLUX.1999,-0.73
FLUX.2000,-4.2
FLUX.2001,-12.53
FLUX.2002,-4.14
FLUX.2003,-7.93
FLUX.2004,-7.44
FLUX.2005,1.34
FLUX.2006,-0.76
FLUX.2007,-2
FLUX.2008,-1.18
FLUX.2009,-4.63
FLUX.2010,-8.28
FLUX.2011,-5.42
FLUX.2012,-8.18
FLUX.2013,-6.22
FLUX.2014,-6.36
FLUX.2015,-5.19
FLUX.2016,-6.28
FLUX.2017,-2.34
FLUX.2018,-8.45
FLUX.2019,-12.69
FLUX.2020,1.44
FLUX.2021,-12.1
FLUX.2022,-2.79
FLUX.2023,-5.72
FLUX.2024,-6.68
FLUX.2025,-10.22
FLUX.2026,-9.15
FLUX.2027,-10.84
FLUX.2028,-0.82
FLUX.2029,-10.56
FLUX.2030,-9.98
FLUX.2031,-4.87
FLUX.2032,-9.85
FLUX.2033,0.28
FLUX.2034,-8.89
FLUX.2035,-11.27
FLUX.2036,-1.22
FLUX.2037,-6.55
FLUX.2038,-10.5
FLUX.2039,-4.22
FLUX.2040,-6.64
FLUX.2041,-5.1
FLUX.2042,-11.3
FLUX.2043,-8.05
FLUX.2044,-7.92
FLUX.2045,-3.94
FLUX.2046,-12.43
FLUX.2047,-3.69
FLUX.2048,-12.05
FLUX.2049,-2.67
FLUX.2050,-3.75
FLUX.2051,0.71
FLUX.2052,-2.99
FLUX.2053,4.77
FLUX.2054,13.23
FLUX.2055,-2.46
FLUX.2056,-2.85
FLUX.2057,-6.65
FLUX.2058,-5.42
FLUX.2059,-4.47
FLUX.2060,0.49
FLUX.2061,-8.2
FLUX.2062,-3.88
FLUX.2063,-2.87
FLUX.2064,1.22
FLUX.2065,-1.51
FLUX.2066,-0.62
FLUX.2067,-8.53
FLUX.2068,-11.41
FLUX.2069,-10.75
FLUX.2070,-12.77
FLUX.2071,-4.18
FLUX.2072,-6.75
FLUX.2073,-5.79
FLUX.2074,-6.16
FLUX.2075,-6.77
FLUX.2076,-1.64
FLUX.2077,-3.62
FLUX.2078,7.44
FLUX.2079,-6.94
FLUX.2080,-9.52
FLUX.2081,-1.06
FLUX.2082,-3.31
FLUX.2083,-14.65
FLUX.2084,-5.63
FLUX.2085,-2.94
FLUX.2086,-1.67
FLUX.2087,-7.13
FLUX.2088,-4.27
FLUX.2089,-3.01
FLUX.2090,-5.37
FLUX.2091,-7.48
FLUX.2092,13.09
FLUX.2093,-7.33
FLUX.2094,-1.69
FLUX.2095,-12.94
FLUX.2096,0.51
FLUX.2097,1.21
FLUX.2098,-6.59
FLUX.2099,-10.53
FLUX.2100,0.01
FLUX.2101,-6.88
FLUX.2102,-10.61
FLUX.2103,-1.19
FLUX.2104,-9.42
FLUX.2105,-3.85
FLUX.2106,-3.2
FLUX.2107,-3.27
FLUX.2108,-10.89
FLUX.2109,-9.63
FLUX.2110,-7.01
FLUX.2111,-7.06
FLUX.2112,-3.15
FLUX.2113,1.99
FLUX.2114,2.24
FLUX.2115,3.38
FLUX.2116,-11.27
FLUX.2117,-5
FLUX.2118,0.01
FLUX.2119,2.08
FLUX.2120,-0.89
FLUX.2121,-1.08
FLUX.2122,-7.18
FLUX.2123,-1
FLUX.2124,0.66
FLUX.2125,-1.73
FLUX.2126,-2.7
FLUX.2127,-6.88
FLUX.2128,3.46
FLUX.2129,-5.45
FLUX.2130,3.84
FLUX.2131,-1.32
FLUX.2132,-4.08
FLUX.2133,-6.22
FLUX.2134,-2.62
FLUX.2135,-4.5
FLUX.2136,-0.93
FLUX.2137,-1.95
FLUX.2138,-2.7
FLUX.2139,-5.54
FLUX.2140,1.05
FLUX.2141,-6.33
FLUX.2142,0.45
FLUX.2143,-2.23
FLUX.2144,-4.79
FLUX.2145,1.39
FLUX.2146,-0.75
FLUX.2147,-0.06
FLUX.2148,-12.76
FLUX.2149,-2.78
FLUX.2150,2.95
FLUX.2151,0.77
FLUX.2152,-0.56
FLUX.2153,1.55
FLUX.2154,-0.39
FLUX.2155,-1.15
FLUX.2156,-1.91
FLUX.2157,-6
FLUX.2158,3.21
FLUX.2159,-1.57
FLUX.2160,1.51
FLUX.2161,5.38
FLUX.2162,3.95
FLUX.2163,-4
FLUX.2164,15.01
FLUX.2165,2.67
FLUX.2166,3.28
FLUX.2167,-0.24
FLUX.2168,-1.43
FLUX.2169,-2.77
FLUX.2170,7.72
FLUX.2171,-5.48
FLUX.2172,-4.29
FLUX.2173,1.1
FLUX.2174,1.51
FLUX.2175,-1.55
FLUX.2176,-2.27
FLUX.2177,0.74
FLUX.2178,0.8
FLUX.2179,-0.22
FLUX.2180,-2.12
FLUX.2181,3.65
FLUX.2182,0.91
FLUX.2183,0.17
FLUX.2184,4.04
FLUX.2185,3.23
FLUX.2186,0.86
FLUX.2187,-4.45
FLUX.2188,-2.1
FLUX.2189,2.07
FLUX.2190,-4.79
FLUX.2191,5.81
FLUX.2192,-0.09
FLUX.2193,-2
FLUX.2194,6.91
FLUX.2195,-0.2
FLUX.2196,-8.51
FLUX.2197,0.56
FLUX.2198,5.38
FLUX.2199,4.32
FLUX.2200,0.08
FLUX.2201,4.39
FLUX.2202,1.6
FLUX.2203,-5.89
FLUX.2204,2.28
FLUX.2205,-1.98
FLUX.2206,0.99
FLUX.2207,1.6
FLUX.2208,-4.54
FLUX.2209,-2.76
FLUX.2210,-3.07
FLUX.2211,-0.2
FLUX.2212,-7.4
FLUX.2213,-6.48
FLUX.2214,2.83
FLUX.2215,-1.21
FLUX.2216,4.84
FLUX.2217,1.65
FLUX.2218,5.24
FLUX.2219,4.05
FLUX.2220,0.32
FLUX.2221,1.22
FLUX.2222,2.66
FLUX.2223,0.01
FLUX.2224,2.92
FLUX.2225,-0.14
FLUX.2226,5.33
FLUX.2227,-1.38
FLUX.2228,-4.54
FLUX.2229,-2.69
FLUX.2230,1.93
FLUX.2231,2.42
FLUX.2232,-4.95
FLUX.2233,-2.86
FLUX.2234,6.22
FLUX.2235,-3.87
FLUX.2236,1.54
FLUX.2237,0.7
FLUX.2238,-1.37
FLUX.2239,1.93
FLUX.2240,0.94
FLUX.2241,-3.96
FLUX.2242,7.8
FLUX.2243,-1.08
FLUX.2244,1.92
FLUX.2245,7.49
FLUX.2246,-8.32
FLUX.2247,11.04
FLUX.2248,3.96
FLUX.2249,-0.91
FLUX.2250,91.26
FLUX.2251,2.25
FLUX.2252,0.97
FLUX.2253,-0.85
FLUX.2254,-1.83
FLUX.2255,-2.04
FLUX.2256,2.04
FLUX.2257,2.68
FLUX.2258,-1.49
FLUX.2259,7.28
FLUX.2260,2.28
FLUX.2261,-1.02
FLUX.2262,5.12
FLUX.2263,0.16
FLUX.2264,6.92
FLUX.2265,-2.73
FLUX.2266,7.2
FLUX.2267,6.23
FLUX.2268,3.96
FLUX.2269,4.02
FLUX.2270,5.33
FLUX.2271,4.48
FLUX.2272,6.44
FLUX.2273,-2.17
FLUX.2274,-5.49
FLUX.2275,5.09
FLUX.2276,6.64
FLUX.2277,1.61
FLUX.2278,4.89
FLUX.2279,-0.82
FLUX.2280,24.17
FLUX.2281,5.99
FLUX.2282,6.29
FLUX.2283,6.29
FLUX.2284,-4.53
FLUX.2285,0.58
FLUX.2286,-6.4
FLUX.2287,1.29
FLUX.2288,-0.08
FLUX.2289,-2.35
FLUX.2290,6.33
FLUX.2291,0.78
FLUX.2292,-1.87
FLUX.2293,-8.08
FLUX.2294,5.13
FLUX.2295,3.72
FLUX.2296,7.83
FLUX.2297,-5.04
FLUX.2298,0.62
FLUX.2299,2.78
FLUX.2300,3.31
FLUX.2301,3.41
FLUX.2302,0.37
FLUX.2303,8.89
FLUX.2304,2.99
FLUX.2305,2.96
FLUX.2306,3.87
FLUX.2307,7.81
FLUX.2308,7.61
FLUX.2309,3.13
FLUX.2310,1.41
FLUX.2311,-2.12
FLUX.2312,4.78
FLUX.2313,-0.02
FLUX.2314,9.67
FLUX.2315,3.84
FLUX.2316,-5.59
FLUX.2317,2.53
FLUX.2318,3.6
FLUX.2319,3.7
FLUX.2320,3.55
FLUX.2321,2.38
FLUX.2322,5.96
FLUX.2323,8.71
